,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
84,bronze,Metalwork,Sasanian or Islamic,600,Middle Ages,3.48,-1.0,8.08,-1.0
6828,"metal,silk,thread",Textiles,Iranian,1275,Middle Ages,26.7,-1.0,30.5,-1.0
8159,"alloy,copper",Metalwork,French,1475,Middle Ages,35.1,-1.0,11.1,8.3
6646,cotton,Textiles,Wari,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
7278,"alloy,copper,glass,gold",Metalwork,Frankish,600,Middle Ages,6.1,-1.0,2.3,-1.0
12306,glass,Glass,European,1400,Middle Ages,9.8,-1.0,2.9,-1.0
9629,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
10143,copper,Metal,Moche,500,Middle Ages,-1.0,25.7,-1.0,-1.0
8106,silk,Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
947,glass,Glass,British,1300,Middle Ages,10.0,-1.0,7.5,0.2
1741,steel,Armor,German,1475,Middle Ages,74.9,-1.0,-1.0,-1.0
8570,steel,Armor,Italian,1350,Middle Ages,15.2,-1.0,5.1,-1.0
1520,iron,Ceramics,Thailand,1300,Middle Ages,-1.0,9.7,-1.0,-1.0
6111,ink,Ceramics,Coptic,600,Middle Ages,11.5,-1.0,9.5,-1.0
1561,steel,Armor,Italian,1405,Middle Ages,24.1,-1.0,9.5,-1.0
12126,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,4.1,-1.0,-1.0
9713,"color,ink",Paintings,India,1100,Middle Ages,5.1,-1.0,55.6,-1.0
9305,"copper,gilt",Enamels,French,1180,Middle Ages,37.8,-1.0,28.6,1.6
1301,gold,Metalwork,China,600,Middle Ages,-1.0,3.2,-1.0,-1.0
5997,"alloy,copper,iron",Armor,European,1401,Middle Ages,11.2,-1.0,7.5,-1.0
7019,bronze,Metalwork,Korea,918,Middle Ages,2.5,-1.0,1.9,-1.0
3977,"ink,paper",Calligraphy,Japan,1488,Middle Ages,35.3,-1.0,5.4,-1.0
3150,steel,Helmets,Italian,1475,Middle Ages,15.2,-1.0,17.1,-1.0
3410,"gold,ink,paper",Paintings,India,1400,Middle Ages,11.1,-1.0,27.0,-1.0
657,bronze,Metalwork,China,1300,Middle Ages,1.7,-1.0,1.7,-1.0
11432,steel,Shafted,German,1475,Middle Ages,14.0,28.3,-1.0,-1.0
6499,"wood,woodblock",Sculpture,China,800,Middle Ages,65.4,-1.0,17.1,-1.0
155,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
4923,"silk,thread",Textiles,China,1300,Middle Ages,56.0,-1.0,79.0,-1.0
8825,"bronze,gold,steel,wood",Swords,Italian,1475,Middle Ages,-1.0,-1.0,19.7,111.9
8462,"metal,silk,thread",Textiles,Italian or Asia Minor,1485,Middle Ages,-1.0,-1.0,-1.0,-1.0
5771,silver,Metalwork,French,1402,Middle Ages,10.4,-1.0,0.4,-1.0
2126,"glass,metal,silver",Glass,South,1400,Middle Ages,77.6,-1.0,57.9,0.6
8154,iron,Metalwork,German,1300,Middle Ages,16.8,-1.0,5.6,1.5
293,wood,Sculpture,French,1300,Middle Ages,17.6,-1.0,15.9,9.8
7903,"gold,ink,paper",Paintings,India,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
9700,bronze,Medals,Italian,1485,Middle Ages,-1.0,8.4,-1.0,-1.0
5159,"gilt,glass,silver",Metalwork,Frankish,550,Middle Ages,2.8,-1.0,0.4,-1.0
1165,steel,Armor,Italian,1425,Middle Ages,19.7,-1.0,13.3,-1.0
13136,iron,Metalwork,Spanish,1100,Middle Ages,48.3,-1.0,25.8,3.2
5988,iron,Bone,Frankish,500,Middle Ages,16.5,-1.0,4.5,1.7
5885,"alloy,copper,gold",Sword,Japanese,1450,Middle Ages,-1.0,-1.0,-1.0,3.7
12135,steel,Equestrian,Mamluk,1375,Middle Ages,50.0,-1.0,24.1,-1.0
4571,bronze,Jewelry,India,800,Middle Ages,-1.0,7.0,-1.0,-1.0
5852,gold,Metalwork,Italian,1475,Middle Ages,-1.0,12.1,-1.0,-1.0
5892,"gold,steel",Helmets,German,1490,Middle Ages,30.5,-1.0,24.8,-1.0
216,bronze,Sculpture,India,650,Middle Ages,9.5,-1.0,5.1,-1.0
417,color,Sculpture,Thailand,700,Middle Ages,17.5,-1.0,-1.0,-1.0
12052,"alloy,copper",Sculpture,Sri,1436,Middle Ages,53.0,13.8,15.0,-1.0
750,ink,Papyrus,Coptic,600,Middle Ages,8.4,-1.0,10.2,-1.0
4867,"ink,silk",Paintings,China,907,Middle Ages,37.1,-1.0,68.9,-1.0
8669,glass,Glass,Roman,575,Middle Ages,-1.0,9.8,-1.0,-1.0
10055,glass,Glass,Frankish,500,Middle Ages,12.1,-1.0,-1.0,-1.0
3591,ware,Ceramics,China,1000,Middle Ages,31.8,-1.0,-1.0,-1.0
6374,ware,Ceramics,China,800,Middle Ages,29.2,-1.0,-1.0,-1.0
232,iron,Ceramics,Thailand,1400,Middle Ages,29.8,-1.0,-1.0,-1.0
1048,"porcelain,ware",Ceramics,China,1300,Middle Ages,19.1,9.5,-1.0,-1.0
8975,"copper,gold",Miscellaneous,Spanish,1301,Middle Ages,7.6,-1.0,6.7,-1.0
3624,bronze,Sculpture,China,900,Middle Ages,24.1,-1.0,11.4,-1.0
1494,"alloy,copper",Metalwork,Frankish,600,Middle Ages,4.7,-1.0,0.7,0.9
7594,steel,Armor,Italian,1425,Middle Ages,33.0,-1.0,29.2,-1.0
10472,cotton,Textiles,Peruvian,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
12296,copper,Metal,Moche,500,Middle Ages,-1.0,9.7,-1.0,-1.0
12206,"porcelain,silver,ware",Ceramics,China,900,Middle Ages,2.2,13.8,-1.0,-1.0
9079,ink,Drawings,Italian,1450,Middle Ages,19.3,-1.0,12.0,-1.0
3417,"color,wood",Sculpture,Japan,800,Middle Ages,125.1,-1.0,-1.0,-1.0
9461,alloy,Metalwork,British,1400,Middle Ages,3.4,-1.0,2.4,0.3
3131,"gilt,wood",Woodwork,Italian,1300,Middle Ages,48.3,-1.0,156.8,-1.0
6088,"alloy,copper,glass,paste",Metalwork,Frankish,500,Middle Ages,2.4,-1.0,1.4,-1.0
1406,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
3847,"color,gold,ink,silk",Paintings,China,1271,Middle Ages,104.5,-1.0,53.7,-1.0
3398,"gold,ink,paper,silver",Miscellaneous,South,1475,Middle Ages,13.2,-1.0,7.0,-1.0
11935,bronze,Metalwork,China,1300,Middle Ages,16.8,31.1,-1.0,-1.0
3438,ink,Ceramics,Coptic,600,Middle Ages,11.0,-1.0,7.3,-1.0
101,color,Ceramics,China,700,Middle Ages,7.0,29.8,-1.0,-1.0
8520,bronze,Sculpture,Indonesia,950,Middle Ages,14.0,-1.0,-1.0,-1.0
11898,"gold,ink,paper",Paintings,India,1400,Middle Ages,11.1,-1.0,27.0,-1.0
4768,"alloy,copper,steel",Mail,European,1401,Middle Ages,-1.0,-1.0,-1.0,-1.0
88,"alloy,copper",Metalwork,Frankish,600,Middle Ages,7.3,-1.0,0.2,-1.0
7967,gold,Metalwork,Indonesia,700,Middle Ages,-1.0,-1.0,2.2,-1.0
4304,"alloy,copper,iron",Equestrian,Swiss,1001,Middle Ages,-1.0,-1.0,4.6,7.9
4287,ware,Lacquer,Japan,1300,Middle Ages,9.5,15.6,-1.0,-1.0
304,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,3.5
8701,silk,Textiles,Italian,1485,Middle Ages,36.8,-1.0,44.5,-1.0
13173,ink,Ceramics,Coptic,600,Middle Ages,16.3,-1.0,13.2,-1.0
11629,gold,Jewelry,Indonesia,850,Middle Ages,0.3,2.1,-1.0,-1.0
7536,wood,Textiles,Peruvian,900,Middle Ages,0.64,-1.0,20.32,-1.0
9772,glass,Glass,Frankish,500,Middle Ages,69.9,-1.0,2.4,-1.0
5834,"silk,thread",Textiles,China,1200,Middle Ages,-1.0,50.0,-1.0,-1.0
1523,"alloy,copper",Metalwork,Frankish,600,Middle Ages,9.6,-1.0,2.0,0.7
3763,"iron,silk,silver,wood",Equestrian,Korean,1401,Middle Ages,26.7,-1.0,34.3,53.4
11681,"gold,silver",Metalwork,Langobardic,595,Middle Ages,5.6,-1.0,2.9,0.8
4147,bronze,Sculpture,Thailand or Cambodia,1000,Middle Ages,26.0,-1.0,-1.0,-1.0
8002,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
5896,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
5508,gold,Metalwork,Langobardic,500,Middle Ages,2.2,-1.0,5.8,3.2
12916,"glass,gold,paste,silver",Metalwork,Frankish,500,Middle Ages,2.0,-1.0,2.3,1.7
8344,"alloy,copper,gold,silk,silver,steel,wood",Swords,Japanese,1450,Middle Ages,-1.0,-1.0,-1.0,75.7
12443,bronze,Metalwork,Indonesia,1000,Middle Ages,12.0,-1.0,-1.0,-1.0
2273,"gilt,silver",Metal,Peru,700,Middle Ages,2.5,-1.0,9.8,-1.0
9348,"glass,metal",Glass,Austrian,1340,Middle Ages,97.8,-1.0,44.5,-1.0
4575,"alloy,copper,glass,iron,paste",Metalwork,Frankish,575,Middle Ages,3.7,-1.0,1.0,-1.0
5600,copper,Metal,Inca,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
10257,porcelain,Ceramics,China,1368,Middle Ages,9.2,18.7,-1.0,-1.0
8431,"gilt,silver",Metal,Peru,700,Middle Ages,5.2,-1.0,4.8,-1.0
9273,"metal,silk,thread",Textiles,Spanish,1475,Middle Ages,99.1,-1.0,68.6,-1.0
12904,wood,Sculpture,China,1368,Middle Ages,38.1,-1.0,12.7,-1.0
11192,gold,Metal,Chiriqui,1000,Middle Ages,7.6,-1.0,4.6,-1.0
12597,silver,Reproductions,Irish,1000,Middle Ages,16.7,-1.0,7.6,17.8
12514,iron,Metalwork,French or Spanish,1100,Middle Ages,289.6,-1.0,94.0,5.1
11837,iron,Metalwork,European,1400,Middle Ages,10.8,-1.0,12.7,-1.0
8173,"gold,wood",Lacquer,Japan,1400,Middle Ages,2.9,-1.0,6.4,8.3
4267,silver,Metalwork,British,1066,Middle Ages,1.9,-1.0,0.1,-1.0
9341,bronze,Metalwork,Indonesia,1150,Middle Ages,14.0,-1.0,-1.0,-1.0
3291,"gold,wood",Wood,Ica,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
1354,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,4.5
10515,iron,Ceramics,Korea,1467,Middle Ages,23.5,-1.0,19.1,-1.0
8258,gold,Metalwork,Indonesia,700,Middle Ages,-1.0,-1.0,4.0,-1.0
7018,glass,Glass,Frankish,600,Middle Ages,5.7,-1.0,10.2,-1.0
9870,"gold,ink,paper",Paintings,India,1400,Middle Ages,11.1,-1.0,27.0,-1.0
1880,silver,Metalwork,Avar,700,Middle Ages,5.5,-1.0,3.3,0.8
2134,glass,Reproductions,Italian,1300,Middle Ages,194.0,-1.0,92.1,3.8
664,steel,Helmets,Italian,1435,Middle Ages,29.2,-1.0,20.6,-1.0
12487,"ink,paper",Paintings,China,1310,Middle Ages,26.8,-1.0,107.5,-1.0
7418,copper,Metal,Moche,500,Middle Ages,47.0,-1.0,59.0,-1.0
877,"alloy,copper",Metalwork,German,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
3426,"alloy,copper",Metalwork,Frankish,500,Middle Ages,4.4,-1.0,1.5,0.4
1855,bronze,Metal,Yoruba,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
5840,"alloy,copper",Metalwork,Frankish,545,Middle Ages,2.0,-1.0,1.8,0.7
3502,glass,Reproductions,Byzantine,500,Middle Ages,102.2,-1.0,132.7,3.5
3360,"alloy,copper",Metalwork,India,1167,Middle Ages,-1.0,-1.0,-1.0,-1.0
5541,steel,Archery,Japanese,1201,Middle Ages,-1.0,-1.0,3.2,20.3
415,gold,Metalwork,Avar,700,Middle Ages,5.6,-1.0,2.4,0.7
11565,wood,Textiles,Peruvian,900,Middle Ages,22.23,-1.0,0.64,-1.0
11228,"copper,gilt,glass",Enamels,Italian,1485,Middle Ages,21.0,-1.0,16.5,7.6
920,"silk,thread",Textiles,China,1368,Middle Ages,11.43,-1.0,8.89,-1.0
9602,"copper,gilt,silver",Metalwork,Italian,1400,Middle Ages,-1.0,83.8,-1.0,-1.0
10101,bronze,Metalwork,China,1300,Middle Ages,1.7,-1.0,1.7,-1.0
7039,"silk,silver,thread",Textiles,Spanish,1400,Middle Ages,113.0,-1.0,19.1,-1.0
105,"ink,paper",Paintings,China,1357,Middle Ages,67.9,-1.0,34.3,-1.0
11106,silver,Metal,Chimú,1200,Middle Ages,-1.0,27.8,-1.0,-1.0
985,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
10518,bronze,Miscellaneous,European,1401,Middle Ages,1.9,-1.0,-1.0,3.5
12152,"copper,gilt",Ivories,French,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
6287,gold,Jewelry,Indonesia,700,Middle Ages,1.9,-1.0,-1.0,-1.0
13112,iron,Metalwork,European,1400,Middle Ages,10.8,-1.0,5.7,-1.0
10960,"color,gold,ink,silk",Paintings,Japan,1400,Middle Ages,83.4,-1.0,37.5,-1.0
8255,"alloy,copper",Metalwork,Early,600,Middle Ages,6.7,-1.0,8.8,-1.0
3476,iron,Metalwork,Spanish,1400,Middle Ages,-1.0,21.0,-1.0,-1.0
4118,gold,Metal,Sonso,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
879,"glass,metal",Glass,French,1322,Middle Ages,323.8,-1.0,92.0,-1.0
8932,ink,Ceramics,Coptic,600,Middle Ages,10.0,-1.0,20.0,-1.0
1669,gold,Jewelry,Indonesia,700,Middle Ages,-1.0,2.3,-1.0,-1.0
3986,"gold,ink,paper",Paintings,India,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
7499,silk,Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
12048,silk,Textiles,German,1400,Middle Ages,10.2,-1.0,8.5,-1.0
8142,lace,Textiles,Italian,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
10293,silver,Metalwork,Frankish,600,Middle Ages,3.5,-1.0,3.8,0.4
13048,cotton,Textiles,Chimú,1100,Middle Ages,38.1,-1.0,49.53,-1.0
76,steel,Helmets,Western,1350,Middle Ages,30.5,-1.0,23.8,-1.0
30,gold,Metal,Colombian,1200,Middle Ages,-1.0,-1.0,8.26,-1.0
10061,iron,Metalwork,German,1300,Middle Ages,12.3,-1.0,4.3,1.0
4922,gold,Jewelry,Indonesia,750,Middle Ages,2.5,-1.0,-1.0,-1.0
4505,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
2694,cotton,Textiles,Chancay,900,Middle Ages,75.6,-1.0,71.8,-1.0
8376,"color,ink,silk",Paintings,China,1368,Middle Ages,29.2,-1.0,188.9,-1.0
266,gold,Jewelry,Indonesia,750,Middle Ages,0.3,1.9,-1.0,-1.0
10045,bronze,Sculpture,Indonesia,650,Middle Ages,-1.0,2.5,-1.0,-1.0
9026,bronze,Metalwork,China,1200,Middle Ages,9.8,-1.0,14.6,-1.0
9852,gold,Metalwork,China,600,Middle Ages,1.9,2.9,-1.0,-1.0
5234,glass,Glass,Crusader,1200,Middle Ages,2.1,-1.0,3.4,0.4
189,"steel,wood",Shafted,Italian,1475,Middle Ages,-1.0,-1.0,25.4,245.7
11375,ware,Ceramics,China,960,Middle Ages,5.4,12.4,-1.0,-1.0
10440,ink,Ceramics,Coptic,600,Middle Ages,7.1,-1.0,7.1,-1.0
12588,wood,Shields,German,1475,Middle Ages,67.0,-1.0,31.5,-1.0
12232,"alloy,copper,gold,iron,silver",Equestrian,Tibetan or Mongolian,1450,Middle Ages,57.2,-1.0,63.2,-1.0
5855,wood,Sculpture,French,1400,Middle Ages,17.8,-1.0,11.1,4.8
1173,"color,gold,ink,silk",Paintings,Korea,1300,Middle Ages,84.5,-1.0,36.8,-1.0
3222,"alloy,copper",Metalwork,Frankish,500,Middle Ages,4.2,-1.0,1.7,0.5
10605,"glass,metal,silver",Glass,Austrian,1390,Middle Ages,66.7,-1.0,30.8,-1.0
8031,"glass,metal",Glass,Western,1400,Middle Ages,4.6,-1.0,2.7,0.2
4629,"copper,glass,gold,silver",Reproductions,Irish,1000,Middle Ages,85.7,-1.0,48.1,6.9
7828,"color,ink,silk",Paintings,China,1127,Middle Ages,22.5,-1.0,25.1,-1.0
5894,gold,Metal,Chiriqui,1000,Middle Ages,-1.0,6.0,-1.0,-1.0
8809,"alloy,copper",Enamels,Mosan,1155,Middle Ages,5.4,-1.0,5.2,-1.0
2597,gold,Jewelry,Indonesia,750,Middle Ages,0.3,1.9,-1.0,-1.0
4580,silver,Jewelry,China,960,Middle Ages,-1.0,-1.0,-1.0,16.8
3245,copper,Metal,Moche,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
7393,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,3.2
4372,"alloy,bronze,copper",Metalwork,South,1371,Middle Ages,-1.0,-1.0,-1.0,-1.0
8976,gold,Metalwork,Langobardic or Byzantine,500,Middle Ages,3.1,-1.0,1.0,5.9
6714,gold,Metalwork,Mixtec,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
2839,gold,Jewelry,Indonesia,700,Middle Ages,-1.0,1.9,-1.0,-1.0
12269,"gold,ink,paper",Paintings,India,1400,Middle Ages,-1.0,-1.0,-1.0,-1.0
8036,bronze,Sculpture,Indonesia or Southern Thailand,1000,Middle Ages,4.4,-1.0,5.1,-1.0
3533,cotton,Textiles,Moche,500,Middle Ages,27.3,-1.0,46.4,-1.0
1330,bronze,Metalwork,China,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0
6820,"alloy,copper",Metalwork,Frankish,600,Middle Ages,-1.0,-1.0,-1.0,-1.0
10008,copper,Metal,Inca,1400,Middle Ages,-1.0,15.5,-1.0,-1.0
11075,"alloy,iron",Equestrian,German,1001,Middle Ages,-1.0,-1.0,9.5,14.0
4439,bronze,Mirrors,Japan,1336,Middle Ages,-1.0,9.5,-1.0,-1.0
2231,"alloy,copper,gilt",Metalwork,Vendel,600,Middle Ages,4.1,-1.0,0.9,-1.0
6190,"color,ink,silk",Paintings,Japan,1392,Middle Ages,99.1,-1.0,40.6,-1.0
7480,gold,Jewelry,Indonesia,750,Middle Ages,2.5,-1.0,-1.0,-1.0
3618,glass,Glass,European,1400,Middle Ages,12.4,-1.0,5.4,-1.0
6094,ink,Ceramics,Coptic,600,Middle Ages,7.5,-1.0,10.7,-1.0
8919,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,5.7
1351,cotton,Textiles,Chimú,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
621,gold,Metal,Peruvian,900,Middle Ages,1.3,-1.0,1.0,-1.0
2332,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
11085,gilt,Sculpture,French,1450,Middle Ages,115.9,-1.0,43.8,25.7
12751,iron,Metalwork,German,1200,Middle Ages,25.4,-1.0,13.2,1.5
5933,silver,Metalwork,Byzantine,629,Middle Ages,14.0,-1.0,2.3,-1.0
647,iron,Metalwork,French,1400,Middle Ages,8.0,-1.0,3.7,4.7
10235,bronze,Medals,Italian,1463,Middle Ages,-1.0,-1.0,-1.0,-1.0
2455,gold,Jewelry,Indonesia,750,Middle Ages,0.1,3.2,-1.0,-1.0
8267,gold,Metal,Veraguas,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0
11903,"glass,metal",Glass,European,1400,Middle Ages,8.0,-1.0,4.5,-1.0
3550,silver,Reproductions,French,1330,Middle Ages,4.1,-1.0,18.4,-1.0
11986,"color,ink,silk",Paintings,China,1467,Middle Ages,160.7,-1.0,98.4,-1.0
1397,gold,Jewelry,Indonesia,750,Middle Ages,0.3,2.2,-1.0,-1.0
5779,gold,Metalwork,Chiriqui,1000,Middle Ages,-1.0,-1.0,-1.0,-1.0
12952,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,3.2
2341,"iron,silver",Metalwork,China,1400,Middle Ages,12.4,-1.0,-1.0,8.9
11816,iron,Metalwork,European,1400,Middle Ages,18.4,-1.0,15.9,7.6
11833,steel,Armor,Western,1435,Middle Ages,15.2,-1.0,11.4,-1.0
12497,"alloy,copper",Sculpture,Indian,1050,Middle Ages,68.3,56.5,-1.0,-1.0
9113,iron,Metalwork,Frankish,500,Middle Ages,9.2,-1.0,2.4,1.5
5767,glass,Glass,European or Middle Eastern,1125,Middle Ages,8.3,-1.0,-1.0,-1.0
1837,"bronze,gold",Miscellaneous,European,1401,Middle Ages,2.7,-1.0,-1.0,5.4
2281,silver,Metal,Peru,900,Middle Ages,-1.0,-1.0,-1.0,-1.0
1634,glass,Glass,French,1100,Middle Ages,7.0,-1.0,4.5,-1.0
2260,"iron,wood",Shields,British,1475,Middle Ages,-1.0,36.2,-1.0,-1.0
10253,"alloy,copper",Metalwork,Netherlandish,1450,Middle Ages,-1.0,-1.0,-1.0,-1.0
9604,"gold,ink,paper,silver",Miscellaneous,South,1475,Middle Ages,13.2,-1.0,7.0,-1.0
5878,wood,Parts,Byzantine,900,Middle Ages,100.5,-1.0,19.5,14.5
3097,bronze,Metalwork,Indonesia,1000,Middle Ages,4.8,-1.0,-1.0,-1.0
1570,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,4.5
6590,bronze,Sculpture,Nepal,900,Middle Ages,13.3,-1.0,12.4,-1.0
2635,silver,Sculpture,Indonesia,800,Middle Ages,3.8,-1.0,-1.0,-1.0
7321,metal,Ivories,North,1340,Middle Ages,-1.0,-1.0,-1.0,-1.0
6084,gold,Metalwork,China,600,Middle Ages,-1.0,-1.0,2.1,3.5
10925,bronze,Sculpture,Cambodia,1100,Middle Ages,16.5,-1.0,-1.0,-1.0
561,gold,Jewelry,Indonesia,700,Middle Ages,-1.0,2.0,-1.0,-1.0
6375,"color,ink",Paintings,India,1100,Middle Ages,5.1,-1.0,54.9,-1.0
5863,"copper,gold",Miscellaneous,Spanish,1351,Middle Ages,4.7,-1.0,3.2,-1.0
7904,bronze,Sculpture,China,581,Middle Ages,10.2,-1.0,-1.0,-1.0
469,"color,silk",Paintings,China,1368,Middle Ages,134.0,-1.0,50.2,-1.0
10489,"paper,print,woodblock",Paintings,Japan,1336,Middle Ages,102.6,-1.0,35.6,-1.0
11710,"gold,wood",Paintings,Italian,1406,Middle Ages,57.5,-1.0,33.3,-1.0
7876,"metal,silk,thread",Textiles,Spanish or Italian,1200,Middle Ages,64.1,-1.0,21.3,-1.0
10020,ink,Ceramics,Coptic,600,Middle Ages,7.8,-1.0,7.5,-1.0
5029,"alloy,copper",Metalwork,Frankish,575,Middle Ages,2.2,-1.0,0.7,-1.0
2549,"copper,gold,iron,silk",Armor,Japanese,1351,Middle Ages,-1.0,-1.0,34.3,41.3
5987,"wood,woodblock",Sculpture,China,960,Middle Ages,68.3,-1.0,-1.0,-1.0
5959,"gold,iron,steel,wood",Swords,Tibetan,1375,Middle Ages,101.6,-1.0,11.4,-1.0
119,"metal,silk,thread",Textiles,Italian,1430,Middle Ages,-1.0,-1.0,-1.0,-1.0
1011,ink,Ceramics,Coptic,600,Middle Ages,15.2,-1.0,14.7,-1.0
8467,gold,Bone,North,1360,Middle Ages,154.9,-1.0,24.3,6.2
4888,"copper,gold",Miscellaneous,Spanish,1301,Middle Ages,6.0,-1.0,4.4,-1.0
6593,steel,Helmets,Italian,1425,Middle Ages,30.5,-1.0,20.0,-1.0
7356,silk,Textiles,China,1400,Middle Ages,213.4,-1.0,63.5,-1.0
11644,"silver,wood",Metal,Chimú or Chancay,1100,Middle Ages,-1.0,31.5,-1.0,-1.0
3364,copper,Sculpture,India,1000,Middle Ages,58.4,-1.0,19.7,-1.0
9081,"gilt,wood",Sculpture,Japan,1000,Middle Ages,95.3,-1.0,32.7,-1.0
7455,"gold,iron",Shafted,Chinese,1401,Middle Ages,14.9,-1.0,-1.0,22.9
8175,"alloy,iron",Equestrian,German,1450,Middle Ages,-1.0,3.5,9.5,24.1
7021,"glass,metal",Glass,European,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
5586,glass,Glass,European,1300,Middle Ages,13.0,-1.0,7.0,-1.0
7218,iron,Metalwork,Spanish,1400,Middle Ages,195.6,-1.0,139.7,214.6
8190,"color,ink,silk",Paintings,China,1368,Middle Ages,99.7,-1.0,49.8,-1.0
12799,bronze,Sculpture,Tibet,1200,Middle Ages,8.9,-1.0,-1.0,-1.0
7013,glass,Glass,Frankish,500,Middle Ages,0.9,-1.0,1.7,-1.0
5049,"metal,silk,thread",Textiles,German,1400,Middle Ages,27.0,-1.0,8.8,-1.0
7402,"gold,thread",Textiles,British,1200,Middle Ages,23.5,-1.0,14.6,-1.0
705,silver,Metal,Chimú,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
1014,silk,Textiles,Byzantine,600,Middle Ages,20.8,-1.0,20.9,-1.0
904,"alloy,copper,wood",Metalwork,German,1200,Middle Ages,9.6,-1.0,23.7,13.2
5306,gold,Jewelry,Indonesia,700,Middle Ages,1.6,-1.0,-1.0,-1.0
7121,"alloy,copper,gilt",Sculpture,Nepal,900,Middle Ages,30.2,-1.0,-1.0,-1.0
5757,"color,ink,silk",Paintings,China,1368,Middle Ages,26.5,-1.0,26.4,-1.0
1428,silver,Metal,Chimú or Chancay,1200,Middle Ages,-1.0,-1.0,-1.0,-1.0
3648,"gilt,silver",Enamels,French,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0
8486,alloy,Metalwork,British,1300,Middle Ages,2.4,-1.0,2.1,0.7
9055,gold,Metalwork,Indonesia,867,Middle Ages,-1.0,2.0,-1.0,-1.0
11953,cotton,Textiles,Ica,1100,Middle Ages,-1.0,-1.0,-1.0,-1.0
11861,"alloy,copper",Metal,Mali,800,Middle Ages,2.5,-1.0,1.6,1.3
11152,"bronze,steel",Daggers,Italian,1490,Middle Ages,-1.0,-1.0,9.5,46.0
6884,metal,Ivories,French,1300,Middle Ages,-1.0,-1.0,-1.0,-1.0
8533,"alloy,copper",Metalwork,Byzantine,500,Middle Ages,-1.0,-1.0,-1.0,-1.0
8487,"alloy,copper,gold",Miscellaneous,Western,1275,Middle Ages,14.6,-1.0,17.5,-1.0
10007,gold,Jewelry,Indonesia,750,Middle Ages,0.1,1.3,-1.0,-1.0
2502,"alloy,copper",Metalwork,Frankish,545,Middle Ages,4.2,-1.0,3.6,0.8
12495,terracotta,Sculpture,China,618,Middle Ages,25.4,-1.0,20.0,-1.0
1118,gold,Jewelry,Indonesia,700,Middle Ages,-1.0,2.3,-1.0,-1.0
1613,"alloy,copper,glass,gold,paste",Metalwork,Anglo-Saxon,600,Middle Ages,3.0,-1.0,1.2,-1.0
4312,gold,Metal,Capuli,775,Middle Ages,-1.0,7.6,-1.0,-1.0
6781,bronze,Metalwork,Korea,1200,Middle Ages,16.8,15.9,-1.0,-1.0
11041,gold,Jewelry,China,618,Middle Ages,10.6,-1.0,6.0,-1.0
93,"gilt,silver",Metalwork,Syrian,500,Middle Ages,18.7,-1.0,17.9,-1.0
5267,glass,Glass,European or Middle Eastern,1125,Middle Ages,-1.0,-1.0,-1.0,4.8
7150,"alloy,copper",Sculpture,India,1000,Middle Ages,57.2,-1.0,27.3,-1.0
